sezon,mecz,data,wynik,status,runda,druzyna_domowa,druzyna_goscinna,bramki_domowe,bramki_goscinne
LIQUI MOLY HBL 2023/24,HC Erlangen vs FRISCH AUF! Göppingen,2023-11-24 19:00,28:26,Final,Round: 14,HC Erlangen,FRISCH AUF! Göppingen,28,26
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs MT Melsungen,2023-11-24 18:00,24:27,Final,Round: 14,ThSV Eisenach,MT Melsungen,24,27
LIQUI MOLY HBL 2023/24,Bergischer HC vs SC DHfK Leipzig,2023-11-23 18:00,31:31,Final,Round: 14,Bergischer HC,SC DHfK Leipzig,31,31
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs VfL Gummersbach,2023-11-20 18:00,33:31,Final,Round: 13,HSG Wetzlar,VfL Gummersbach,33,31
LIQUI MOLY HBL 2023/24,SC Magdeburg vs ThSV Eisenach,2023-11-19 15:30,38:31,Final,Round: 13,SC Magdeburg,ThSV Eisenach,38,31
LIQUI MOLY HBL 2023/24,MT Melsungen vs HBW Balingen-Weilstetten,2023-11-19 14:00,26:24,Final,Round: 13,MT Melsungen,HBW Balingen-Weilstetten,26,24
LIQUI MOLY HBL 2023/24,THW Kiel vs Füchse Berlin,2023-11-19 13:05,30:26,Final,Round: 13,THW Kiel,Füchse Berlin,30,26
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,2023-11-18 17:00,33:25,Final,Round: 13,SG Flensburg-Handewitt,Rhein-Neckar Löwen,33,25
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs HC Erlangen,2023-11-17 19:00,31:23,Final,Round: 13,Handball Sport Verein Hamburg,HC Erlangen,31,23
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs TSV Hannover-Burgdorf,2023-11-17 18:00,32:25,Final,Round: 13,FRISCH AUF! Göppingen,TSV Hannover-Burgdorf,32,25
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs TVB Stuttgart,2023-11-16 18:00,36:30,Final,Round: 13,SC DHfK Leipzig,TVB Stuttgart,36,30
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs Bergischer HC,2023-11-16 18:00,31:28,Final,Round: 13,TBV Lemgo Lippe,Bergischer HC,31,28
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs TBV Lemgo Lippe,2023-11-13 18:00,26:30,Final,Round: 12,HBW Balingen-Weilstetten,TBV Lemgo Lippe,26,30
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs MT Melsungen,2023-11-12 14:00,37:31,Final,Round: 12,VfL Gummersbach,MT Melsungen,37,31
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs THW Kiel,2023-11-12 13:05,25:31,Final,Round: 3,Rhein-Neckar Löwen,THW Kiel,25,31
LIQUI MOLY HBL 2023/24,Bergischer HC vs Handball Sport Verein Hamburg,2023-11-11 18:00,29:28,Final,Round: 12,Bergischer HC,Handball Sport Verein Hamburg,29,28
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs FRISCH AUF! Göppingen,2023-11-10 19:00,31:29,Final,Round: 12,TVB Stuttgart,FRISCH AUF! Göppingen,31,29
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs HSG Wetzlar,2023-11-10 18:00,23:27,Final,Round: 12,ThSV Eisenach,HSG Wetzlar,23,27
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs THW Kiel,2023-11-09 18:00,36:33,Final,Round: 12,TSV Hannover-Burgdorf,THW Kiel,36,33
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs SC DHfK Leipzig,2023-11-09 18:00,32:28,Final,Round: 12,Rhein-Neckar Löwen,SC DHfK Leipzig,32,28
LIQUI MOLY HBL 2023/24,SC Magdeburg vs Bergischer HC,2023-10-29 17:00,40:28,Final,Round: 11,SC Magdeburg,Bergischer HC,40,28
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs TVB Stuttgart,2023-10-29 15:30,31:31,Final,Round: 7,HSG Wetzlar,TVB Stuttgart,31,31
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs THW Kiel,2023-10-29 15:30,27:34,Final,Round: 11,FRISCH AUF! Göppingen,THW Kiel,27,34
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs HBW Balingen-Weilstetten,2023-10-29 14:00,26:25,Final,Round: 11,SC DHfK Leipzig,HBW Balingen-Weilstetten,26,25
LIQUI MOLY HBL 2023/24,MT Melsungen vs Rhein-Neckar Löwen,2023-10-28 18:30,30:23,Final,Round: 11,MT Melsungen,Rhein-Neckar Löwen,30,23
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs ThSV Eisenach,2023-10-28 17:00,35:28,Final,Round: 11,SG Flensburg-Handewitt,ThSV Eisenach,35,28
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs Füchse Berlin,2023-10-27 18:00,30:30,Final,Round: 11,VfL Gummersbach,Füchse Berlin,30,30
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs TSV Hannover-Burgdorf,2023-10-27 17:00,28:30,Final,Round: 11,Handball Sport Verein Hamburg,TSV Hannover-Burgdorf,28,30
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs TVB Stuttgart,2023-10-26 17:00,31:25,Final,Round: 11,TBV Lemgo Lippe,TVB Stuttgart,31,25
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs HC Erlangen,2023-10-26 17:00,26:31,Final,Round: 11,HSG Wetzlar,HC Erlangen,26,31
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs VfL Gummersbach,2023-10-22 14:30,28:26,Final,Round: 10,Rhein-Neckar Löwen,VfL Gummersbach,28,26
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs SC Magdeburg,2023-10-22 14:30,25:31,Final,Round: 10,TVB Stuttgart,SC Magdeburg,25,31
LIQUI MOLY HBL 2023/24,THW Kiel vs TBV Lemgo Lippe,2023-10-22 13:00,33:29,Final,Round: 10,THW Kiel,TBV Lemgo Lippe,33,29
LIQUI MOLY HBL 2023/24,HC Erlangen vs SG Flensburg-Handewitt,2023-10-21 17:00,22:27,Final,Round: 10,HC Erlangen,SG Flensburg-Handewitt,22,27
LIQUI MOLY HBL 2023/24,Bergischer HC vs FRISCH AUF! Göppingen,2023-10-21 17:00,33:30,Final,Round: 10,Bergischer HC,FRISCH AUF! Göppingen,33,30
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs Handball Sport Verein Hamburg,2023-10-20 18:00,28:32,Final,Round: 10,ThSV Eisenach,Handball Sport Verein Hamburg,28,32
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs SC DHfK Leipzig,2023-10-20 17:00,25:25,Final,Round: 10,TSV Hannover-Burgdorf,SC DHfK Leipzig,25,25
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs HSG Wetzlar,2023-10-20 17:00,27:30,Final,Round: 10,HBW Balingen-Weilstetten,HSG Wetzlar,27,30
LIQUI MOLY HBL 2023/24,Füchse Berlin vs MT Melsungen,2023-10-19 17:00,37:31,Final,Round: 10,Füchse Berlin,MT Melsungen,37,31
LIQUI MOLY HBL 2023/24,MT Melsungen vs HC Erlangen,2023-10-16 17:00,32:25,Final,Round: 9,MT Melsungen,HC Erlangen,32,25
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs FRISCH AUF! Göppingen,2023-10-15 14:30,21:26,Final,Round: 9,TBV Lemgo Lippe,FRISCH AUF! Göppingen,21,26
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs HBW Balingen-Weilstetten,2023-10-15 14:30,32:28,Final,Round: 9,SG Flensburg-Handewitt,HBW Balingen-Weilstetten,32,28
LIQUI MOLY HBL 2023/24,SC Magdeburg vs TSV Hannover-Burgdorf,2023-10-15 13:00,31:29,Final,Round: 9,SC Magdeburg,TSV Hannover-Burgdorf,31,29
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs THW Kiel,2023-10-14 14:00,35:34,Final,Round: 9,SC DHfK Leipzig,THW Kiel,35,34
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs Bergischer HC,2023-10-13 18:00,28:32,Final,Round: 9,HSG Wetzlar,Bergischer HC,28,32
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs ThSV Eisenach,2023-10-13 17:00,37:31,Final,Round: 9,VfL Gummersbach,ThSV Eisenach,37,31
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs TVB Stuttgart,2023-10-12 17:00,31:36,Final,Round: 9,Handball Sport Verein Hamburg,TVB Stuttgart,31,36
LIQUI MOLY HBL 2023/24,Füchse Berlin vs Rhein-Neckar Löwen,2023-10-12 17:00,38:32,Final,Round: 9,Füchse Berlin,Rhein-Neckar Löwen,38,32
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs SC DHfK Leipzig,2023-10-11 17:00,34:24,Final,Round: 3,SG Flensburg-Handewitt,SC DHfK Leipzig,34,24
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs Rhein-Neckar Löwen,2023-10-09 17:00,29:26,Final,Round: 8,ThSV Eisenach,Rhein-Neckar Löwen,29,26
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs SG Flensburg-Handewitt,2023-10-08 16:00,34:31,Final,Round: 8,TVB Stuttgart,SG Flensburg-Handewitt,34,31
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs HSG Wetzlar,2023-10-08 14:30,30:33,Final,Round: 8,TSV Hannover-Burgdorf,HSG Wetzlar,30,33
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs SC DHfK Leipzig,2023-10-08 14:30,22:28,Final,Round: 8,TBV Lemgo Lippe,SC DHfK Leipzig,22,28
LIQUI MOLY HBL 2023/24,THW Kiel vs Handball Sport Verein Hamburg,2023-10-08 13:00,34:23,Final,Round: 8,THW Kiel,Handball Sport Verein Hamburg,34,23
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs SC Magdeburg,2023-10-07 18:30,26:27,Final,Round: 8,FRISCH AUF! Göppingen,SC Magdeburg,26,27
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs VfL Gummersbach,2023-10-07 17:00,31:34,Final,Round: 8,HBW Balingen-Weilstetten,VfL Gummersbach,31,34
LIQUI MOLY HBL 2023/24,Bergischer HC vs MT Melsungen,2023-10-07 17:00,32:31,Final,Round: 8,Bergischer HC,MT Melsungen,32,31
LIQUI MOLY HBL 2023/24,HC Erlangen vs Füchse Berlin,2023-10-07 15:30,27:35,Final,Round: 8,HC Erlangen,Füchse Berlin,27,35
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs FRISCH AUF! Göppingen,2023-10-01 14:30,33:35,Final,Round: 7,SC DHfK Leipzig,FRISCH AUF! Göppingen,33,35
LIQUI MOLY HBL 2023/24,Füchse Berlin vs ThSV Eisenach,2023-10-01 14:30,37:29,Final,Round: 7,Füchse Berlin,ThSV Eisenach,37,29
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs TVB Stuttgart,2023-10-01 13:00,32:24,Final,Round: 1,Rhein-Neckar Löwen,TVB Stuttgart,32,24
LIQUI MOLY HBL 2023/24,SC Magdeburg vs THW Kiel,2023-09-30 17:00,34:31,Final,Round: 7,SC Magdeburg,THW Kiel,34,31
LIQUI MOLY HBL 2023/24,MT Melsungen vs TSV Hannover-Burgdorf,2023-09-29 18:00,34:26,Final,Round: 7,MT Melsungen,TSV Hannover-Burgdorf,34,26
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs TBV Lemgo Lippe,2023-09-29 17:00,37:33,Final,Round: 7,Handball Sport Verein Hamburg,TBV Lemgo Lippe,37,33
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs Bergischer HC,2023-09-28 17:00,33:28,Final,Round: 7,SG Flensburg-Handewitt,Bergischer HC,33,28
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs HBW Balingen-Weilstetten,2023-09-28 17:00,25:21,Final,Round: 7,Rhein-Neckar Löwen,HBW Balingen-Weilstetten,25,21
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs HC Erlangen,2023-09-28 17:00,33:28,Final,Round: 7,VfL Gummersbach,HC Erlangen,33,28
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs VfL Gummersbach,2023-09-25 17:00,29:31,Final,Round: 6,TVB Stuttgart,VfL Gummersbach,29,31
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs MT Melsungen,2023-09-24 14:30,25:28,Final,Round: 6,TBV Lemgo Lippe,MT Melsungen,25,28
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs SC Magdeburg,2023-09-24 14:00,27:27,Final,Round: 6,SC DHfK Leipzig,SC Magdeburg,27,27
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs HSG Wetzlar,2023-09-24 13:00,30:25,Final,Round: 2,Handball Sport Verein Hamburg,HSG Wetzlar,30,25
LIQUI MOLY HBL 2023/24,HC Erlangen vs ThSV Eisenach,2023-09-23 17:00,28:23,Final,Round: 6,HC Erlangen,ThSV Eisenach,28,23
LIQUI MOLY HBL 2023/24,Bergischer HC vs Rhein-Neckar Löwen,2023-09-23 17:00,29:31,Final,Round: 6,Bergischer HC,Rhein-Neckar Löwen,29,31
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs Füchse Berlin,2023-09-22 18:00,26:37,Final,Round: 6,HBW Balingen-Weilstetten,Füchse Berlin,26,37
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs SG Flensburg-Handewitt,2023-09-22 17:00,26:26,Final,Round: 6,TSV Hannover-Burgdorf,SG Flensburg-Handewitt,26,26
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs Handball Sport Verein Hamburg,2023-09-21 17:00,27:32,Final,Round: 6,FRISCH AUF! Göppingen,Handball Sport Verein Hamburg,27,32
LIQUI MOLY HBL 2023/24,Rhein-Neckar Löwen vs HC Erlangen,2023-09-18 17:00,34:24,Final,Round: 5,Rhein-Neckar Löwen,HC Erlangen,34,24
LIQUI MOLY HBL 2023/24,SC Magdeburg vs TBV Lemgo Lippe,2023-09-17 14:30,35:28,Final,Round: 5,SC Magdeburg,TBV Lemgo Lippe,35,28
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs FRISCH AUF! Göppingen,2023-09-17 14:30,29:24,Final,Round: 5,HSG Wetzlar,FRISCH AUF! Göppingen,29,24
LIQUI MOLY HBL 2023/24,Füchse Berlin vs TSV Hannover-Burgdorf,2023-09-17 13:00,34:33,Final,Round: 5,Füchse Berlin,TSV Hannover-Burgdorf,34,33
LIQUI MOLY HBL 2023/24,Handball Sport Verein Hamburg vs SC DHfK Leipzig,2023-09-16 17:00,35:34,Final,Round: 5,Handball Sport Verein Hamburg,SC DHfK Leipzig,35,34
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs HBW Balingen-Weilstetten,2023-09-15 18:00,28:28,Final,Round: 5,ThSV Eisenach,HBW Balingen-Weilstetten,28,28
LIQUI MOLY HBL 2023/24,MT Melsungen vs TVB Stuttgart,2023-09-15 17:00,35:27,Final,Round: 5,MT Melsungen,TVB Stuttgart,35,27
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs Bergischer HC,2023-09-14 17:00,27:33,Final,Round: 5,VfL Gummersbach,Bergischer HC,27,33
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs SG Flensburg-Handewitt,2023-09-11 17:00,31:31,Final,Round: 4,TBV Lemgo Lippe,SG Flensburg-Handewitt,31,31
LIQUI MOLY HBL 2023/24,Bergischer HC vs Füchse Berlin,2023-09-10 16:00,30:34,Final,Round: 4,Bergischer HC,Füchse Berlin,30,34
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs ThSV Eisenach,2023-09-10 16:00,28:22,Final,Round: 4,TVB Stuttgart,ThSV Eisenach,28,22
LIQUI MOLY HBL 2023/24,SC Magdeburg vs Handball Sport Verein Hamburg,2023-09-10 14:30,35:24,Final,Round: 4,SC Magdeburg,Handball Sport Verein Hamburg,35,24
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs Rhein-Neckar Löwen,2023-09-10 14:30,34:29,Final,Round: 4,TSV Hannover-Burgdorf,Rhein-Neckar Löwen,34,29
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs HSG Wetzlar,2023-09-10 14:30,36:30,Final,Round: 4,SC DHfK Leipzig,HSG Wetzlar,36,30
LIQUI MOLY HBL 2023/24,THW Kiel vs MT Melsungen,2023-09-10 13:00,30:35,Final,Round: 4,THW Kiel,MT Melsungen,30,35
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs HC Erlangen,2023-09-09 17:00,25:27,Final,Round: 4,HBW Balingen-Weilstetten,HC Erlangen,25,27
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs VfL Gummersbach,2023-09-09 17:00,32:29,Final,Round: 4,FRISCH AUF! Göppingen,VfL Gummersbach,32,29
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs THW Kiel,2023-09-07 18:30,28:27,Final,Round: 5,SG Flensburg-Handewitt,THW Kiel,28,27
LIQUI MOLY HBL 2023/24,MT Melsungen vs Handball Sport Verein Hamburg,2023-09-07 17:00,33:26,Final,Round: 3,MT Melsungen,Handball Sport Verein Hamburg,33,26
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs TBV Lemgo Lippe,2023-09-07 17:00,24:27,Final,Round: 3,HSG Wetzlar,TBV Lemgo Lippe,24,27
LIQUI MOLY HBL 2023/24,Füchse Berlin vs SC Magdeburg,2023-09-06 18:30,31:26,Final,Round: 3,Füchse Berlin,SC Magdeburg,31,26
LIQUI MOLY HBL 2023/24,HC Erlangen vs Bergischer HC,2023-09-06 17:00,28:27,Final,Round: 3,HC Erlangen,Bergischer HC,28,27
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs TSV Hannover-Burgdorf,2023-09-06 17:00,33:33,Final,Round: 3,VfL Gummersbach,TSV Hannover-Burgdorf,33,33
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs FRISCH AUF! Göppingen,2023-09-06 17:00,27:24,Final,Round: 3,ThSV Eisenach,FRISCH AUF! Göppingen,27,24
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs TVB Stuttgart,2023-09-05 17:00,29:28,Final,Round: 3,HBW Balingen-Weilstetten,TVB Stuttgart,29,28
LIQUI MOLY HBL 2023/24,TBV Lemgo Lippe vs HC Erlangen,2023-09-03 14:30,28:27,Final,Round: 2,TBV Lemgo Lippe,HC Erlangen,28,27
LIQUI MOLY HBL 2023/24,THW Kiel vs HSG Wetzlar,2023-09-03 14:30,33:22,Final,Round: 6,THW Kiel,HSG Wetzlar,33,22
LIQUI MOLY HBL 2023/24,SC Magdeburg vs SG Flensburg-Handewitt,2023-09-03 13:00,31:29,Final,Round: 2,SC Magdeburg,SG Flensburg-Handewitt,31,29
LIQUI MOLY HBL 2023/24,MT Melsungen vs SC DHfK Leipzig,2023-09-02 17:00,28:27,Final,Round: 2,MT Melsungen,SC DHfK Leipzig,28,27
LIQUI MOLY HBL 2023/24,TVB Stuttgart vs Füchse Berlin,2023-09-01 18:00,29:30,Final,Round: 2,TVB Stuttgart,Füchse Berlin,29,30
LIQUI MOLY HBL 2023/24,Bergischer HC vs HBW Balingen-Weilstetten,2023-09-01 17:00,27:28,Final,Round: 2,Bergischer HC,HBW Balingen-Weilstetten,27,28
LIQUI MOLY HBL 2023/24,FRISCH AUF! Göppingen vs Rhein-Neckar Löwen,2023-08-31 17:00,27:27,Final,Round: 2,FRISCH AUF! Göppingen,Rhein-Neckar Löwen,27,27
LIQUI MOLY HBL 2023/24,TSV Hannover-Burgdorf vs ThSV Eisenach,2023-08-31 17:00,31:30,Final,Round: 2,TSV Hannover-Burgdorf,ThSV Eisenach,31,30
LIQUI MOLY HBL 2023/24,THW Kiel vs VfL Gummersbach,2023-08-31 17:00,41:30,Final,Round: 2,THW Kiel,VfL Gummersbach,41,30
LIQUI MOLY HBL 2023/24,SC DHfK Leipzig vs Füchse Berlin,2023-08-28 17:00,29:31,Final,Round: 1,SC DHfK Leipzig,Füchse Berlin,29,31
LIQUI MOLY HBL 2023/24,MT Melsungen vs FRISCH AUF! Göppingen,2023-08-27 14:30,29:19,Final,Round: 1,MT Melsungen,FRISCH AUF! Göppingen,29,19
LIQUI MOLY HBL 2023/24,VfL Gummersbach vs TBV Lemgo Lippe,2023-08-27 14:30,30:27,Final,Round: 1,VfL Gummersbach,TBV Lemgo Lippe,30,27
LIQUI MOLY HBL 2023/24,HBW Balingen-Weilstetten vs THW Kiel,2023-08-27 13:00,25:36,Final,Round: 1,HBW Balingen-Weilstetten,THW Kiel,25,36
LIQUI MOLY HBL 2023/24,ThSV Eisenach vs Bergischer HC,2023-08-26 17:00,31:30,Final,Round: 1,ThSV Eisenach,Bergischer HC,31,30
LIQUI MOLY HBL 2023/24,HSG Wetzlar vs SC Magdeburg,2023-08-25 17:00,15:31,Final,Round: 1,HSG Wetzlar,SC Magdeburg,15,31
LIQUI MOLY HBL 2023/24,HC Erlangen vs TSV Hannover-Burgdorf,2023-08-24 17:00,25:27,Final,Round: 1,HC Erlangen,TSV Hannover-Burgdorf,25,27
LIQUI MOLY HBL 2023/24,SG Flensburg-Handewitt vs Handball Sport Verein Hamburg,2023-08-24 17:00,37:32,Final,Round: 1,SG Flensburg-Handewitt,Handball Sport Verein Hamburg,37,32
DAIKIN HBL 2024/25,SG BBM Bietigheim vs SC Magdeburg,2025-06-08 15:00,25:35,Final,Round: 34,SG BBM Bietigheim,SC Magdeburg,25,35
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs FRISCH AUF! Göppingen,2025-06-08 15:00,29:29,Final,Round: 34,TBV Lemgo Lippe,FRISCH AUF! Göppingen,29,29
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs Handball Sport Verein Hamburg,2025-06-08 15:00,40:37,Final,Round: 34,SG Flensburg-Handewitt,Handball Sport Verein Hamburg,40,37
DAIKIN HBL 2024/25,HSG Wetzlar vs HC Erlangen,2025-06-08 15:00,21:25,Final,Round: 34,HSG Wetzlar,HC Erlangen,21,25
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs Füchse Berlin,2025-06-08 15:00,33:38,Final,Round: 34,Rhein-Neckar Löwen,Füchse Berlin,33,38
DAIKIN HBL 2024/25,VfL Gummersbach vs TSV Hannover-Burgdorf,2025-06-08 15:00,39:29,Final,Round: 34,VfL Gummersbach,TSV Hannover-Burgdorf,39,29
DAIKIN HBL 2024/25,TVB Stuttgart vs SC DHfK Leipzig,2025-06-08 15:00,29:28,Final,Round: 34,TVB Stuttgart,SC DHfK Leipzig,29,28
DAIKIN HBL 2024/25,1. VfL Potsdam vs MT Melsungen,2025-06-08 15:00,26:31,Final,Round: 34,1. VfL Potsdam,MT Melsungen,26,31
DAIKIN HBL 2024/25,THW Kiel vs ThSV Eisenach,2025-06-08 15:00,36:35,Final,Round: 34,THW Kiel,ThSV Eisenach,36,35
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs TVB Stuttgart,2025-06-05 19:00,28:27,Final,Round: 33,FRISCH AUF! Göppingen,TVB Stuttgart,28,27
DAIKIN HBL 2024/25,Füchse Berlin vs VfL Gummersbach,2025-06-05 19:00,45:35,Final,Round: 33,Füchse Berlin,VfL Gummersbach,45,35
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs HSG Wetzlar,2025-06-05 19:00,33:29,Final,Round: 33,Handball Sport Verein Hamburg,HSG Wetzlar,33,29
DAIKIN HBL 2024/25,SC Magdeburg vs SG Flensburg-Handewitt,2025-06-04 20:00,35:27,Final,Round: 33,SC Magdeburg,SG Flensburg-Handewitt,35,27
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs THW Kiel,2025-06-04 19:00,29:29,Final,Round: 33,TSV Hannover-Burgdorf,THW Kiel,29,29
DAIKIN HBL 2024/25,SC DHfK Leipzig vs SG BBM Bietigheim,2025-06-04 19:00,25:34,Final,Round: 33,SC DHfK Leipzig,SG BBM Bietigheim,25,34
DAIKIN HBL 2024/25,MT Melsungen vs TBV Lemgo Lippe,2025-06-04 19:00,26:26,Final,Round: 33,MT Melsungen,TBV Lemgo Lippe,26,26
DAIKIN HBL 2024/25,ThSV Eisenach vs 1. VfL Potsdam,2025-06-04 19:00,37:19,Final,Round: 33,ThSV Eisenach,1. VfL Potsdam,37,19
DAIKIN HBL 2024/25,SG BBM Bietigheim vs HC Erlangen,2025-06-01 18:00,23:29,Final,Round: 32,SG BBM Bietigheim,HC Erlangen,23,29
DAIKIN HBL 2024/25,MT Melsungen vs ThSV Eisenach,2025-06-01 16:30,26:25,Final,Round: 32,MT Melsungen,ThSV Eisenach,26,25
DAIKIN HBL 2024/25,HSG Wetzlar vs Rhein-Neckar Löwen,2025-06-01 16:30,30:30,Final,Round: 32,HSG Wetzlar,Rhein-Neckar Löwen,30,30
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs TSV Hannover-Burgdorf,2025-06-01 16:30,34:32,Final,Round: 32,SG Flensburg-Handewitt,TSV Hannover-Burgdorf,34,32
DAIKIN HBL 2024/25,TVB Stuttgart vs Füchse Berlin,2025-06-01 16:30,20:35,Final,Round: 32,TVB Stuttgart,Füchse Berlin,20,35
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs SC Magdeburg,2025-06-01 15:00,29:31,Final,Round: 32,TBV Lemgo Lippe,SC Magdeburg,29,31
DAIKIN HBL 2024/25,VfL Gummersbach vs SC DHfK Leipzig,2025-05-31 19:00,32:31,Final,Round: 32,VfL Gummersbach,SC DHfK Leipzig,32,31
DAIKIN HBL 2024/25,1. VfL Potsdam vs FRISCH AUF! Göppingen,2025-05-31 19:00,21:25,Final,Round: 32,1. VfL Potsdam,FRISCH AUF! Göppingen,21,25
DAIKIN HBL 2024/25,THW Kiel vs Handball Sport Verein Hamburg,2025-05-31 19:00,38:37,Final,Round: 32,THW Kiel,Handball Sport Verein Hamburg,38,37
DAIKIN HBL 2024/25,Füchse Berlin vs MT Melsungen,2025-05-29 20:00,37:29,Final,Round: 31,Füchse Berlin,MT Melsungen,37,29
DAIKIN HBL 2024/25,SG BBM Bietigheim vs SG Flensburg-Handewitt,2025-05-29 19:00,29:29,Final,Round: 31,SG BBM Bietigheim,SG Flensburg-Handewitt,29,29
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs TVB Stuttgart,2025-05-29 19:00,26:33,Final,Round: 31,Rhein-Neckar Löwen,TVB Stuttgart,26,33
DAIKIN HBL 2024/25,THW Kiel vs SC DHfK Leipzig,2025-05-28 20:00,39:24,Final,Round: 31,THW Kiel,SC DHfK Leipzig,39,24
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs 1. VfL Potsdam,2025-05-28 19:00,26:27,Final,Round: 31,TSV Hannover-Burgdorf,1. VfL Potsdam,26,27
DAIKIN HBL 2024/25,HC Erlangen vs SC Magdeburg,2025-05-28 19:00,23:34,Final,Round: 31,HC Erlangen,SC Magdeburg,23,34
DAIKIN HBL 2024/25,HSG Wetzlar vs TBV Lemgo Lippe,2025-05-28 19:00,20:26,Final,Round: 31,HSG Wetzlar,TBV Lemgo Lippe,20,26
DAIKIN HBL 2024/25,VfL Gummersbach vs FRISCH AUF! Göppingen,2025-05-28 19:00,41:25,Final,Round: 31,VfL Gummersbach,FRISCH AUF! Göppingen,41,25
