sezon,mecz,data,wynik,status,runda,druzyna_domowa,druzyna_goscinna,bramki_domowe,bramki_goscinne
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs ThSV Eisenach,2025-05-28 19:00,31:29,Final,Round: 31,Handball Sport Verein Hamburg,ThSV Eisenach,31,29
DAIKIN HBL 2024/25,1. VfL Potsdam vs SC Magdeburg,2025-05-25 16:30,23:37,Final,Round: 4,1. VfL Potsdam,SC Magdeburg,23,37
DAIKIN HBL 2024/25,TVB Stuttgart vs SG BBM Bietigheim,2025-05-24 18:00,26:30,Final,Round: 26,TVB Stuttgart,SG BBM Bietigheim,26,30
DAIKIN HBL 2024/25,SC Magdeburg vs ThSV Eisenach,2025-05-22 19:00,33:32,Final,Round: 16,SC Magdeburg,ThSV Eisenach,33,32
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs VfL Gummersbach,2025-05-21 19:00,32:34,Final,Round: 12,Rhein-Neckar Löwen,VfL Gummersbach,32,34
DAIKIN HBL 2024/25,MT Melsungen vs HSG Wetzlar,2025-05-19 20:00,33:27,Final,Round: 30,MT Melsungen,HSG Wetzlar,33,27
DAIKIN HBL 2024/25,SC Magdeburg vs TSV Hannover-Burgdorf,2025-05-19 20:00,34:28,Final,Round: 30,SC Magdeburg,TSV Hannover-Burgdorf,34,28
DAIKIN HBL 2024/25,SC DHfK Leipzig vs Handball Sport Verein Hamburg,2025-05-19 19:00,25:29,Final,Round: 30,SC DHfK Leipzig,Handball Sport Verein Hamburg,25,29
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs Füchse Berlin,2025-05-19 19:00,28:43,Final,Round: 30,FRISCH AUF! Göppingen,Füchse Berlin,28,43
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs SG BBM Bietigheim,2025-05-19 19:00,33:21,Final,Round: 30,TBV Lemgo Lippe,SG BBM Bietigheim,33,21
DAIKIN HBL 2024/25,TVB Stuttgart vs HC Erlangen,2025-05-18 18:00,27:30,Final,Round: 30,TVB Stuttgart,HC Erlangen,27,30
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,2025-05-18 16:30,28:33,Final,Round: 30,SG Flensburg-Handewitt,Rhein-Neckar Löwen,28,33
DAIKIN HBL 2024/25,ThSV Eisenach vs VfL Gummersbach,2025-05-18 16:30,30:34,Final,Round: 30,ThSV Eisenach,VfL Gummersbach,30,34
DAIKIN HBL 2024/25,1. VfL Potsdam vs THW Kiel,2025-05-18 15:00,22:25,Final,Round: 30,1. VfL Potsdam,THW Kiel,22,25
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs MT Melsungen,2025-05-16 20:00,23:29,Final,Round: 29,TSV Hannover-Burgdorf,MT Melsungen,23,29
DAIKIN HBL 2024/25,SG BBM Bietigheim vs FRISCH AUF! Göppingen,2025-05-16 19:00,31:30,Final,Round: 29,SG BBM Bietigheim,FRISCH AUF! Göppingen,31,30
DAIKIN HBL 2024/25,Füchse Berlin vs ThSV Eisenach,2025-05-15 20:00,34:26,Final,Round: 29,Füchse Berlin,ThSV Eisenach,34,26
DAIKIN HBL 2024/25,HSG Wetzlar vs SG Flensburg-Handewitt,2025-05-15 20:00,28:34,Final,Round: 29,HSG Wetzlar,SG Flensburg-Handewitt,28,34
DAIKIN HBL 2024/25,THW Kiel vs TBV Lemgo Lippe,2025-05-15 20:00,35:29,Final,Round: 29,THW Kiel,TBV Lemgo Lippe,35,29
DAIKIN HBL 2024/25,HC Erlangen vs SC DHfK Leipzig,2025-05-15 19:00,23:25,Final,Round: 29,HC Erlangen,SC DHfK Leipzig,23,25
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs 1. VfL Potsdam,2025-05-15 19:00,29:26,Final,Round: 29,Rhein-Neckar Löwen,1. VfL Potsdam,29,26
DAIKIN HBL 2024/25,VfL Gummersbach vs SC Magdeburg,2025-05-15 19:00,31:32,Final,Round: 29,VfL Gummersbach,SC Magdeburg,31,32
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs TVB Stuttgart,2025-05-15 19:00,41:28,Final,Round: 29,Handball Sport Verein Hamburg,TVB Stuttgart,41,28
DAIKIN HBL 2024/25,SC Magdeburg vs Handball Sport Verein Hamburg,2025-05-04 18:00,37:28,Final,Round: 28,SC Magdeburg,Handball Sport Verein Hamburg,37,28
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs HC Erlangen,2025-05-04 16:30,25:24,Final,Round: 28,FRISCH AUF! Göppingen,HC Erlangen,25,24
DAIKIN HBL 2024/25,Füchse Berlin vs SG BBM Bietigheim,2025-05-04 16:30,42:30,Final,Round: 28,Füchse Berlin,SG BBM Bietigheim,42,30
DAIKIN HBL 2024/25,TVB Stuttgart vs THW Kiel,2025-05-04 16:30,32:35,Final,Round: 28,TVB Stuttgart,THW Kiel,32,35
DAIKIN HBL 2024/25,MT Melsungen vs Rhein-Neckar Löwen,2025-05-04 15:00,25:22,Final,Round: 28,MT Melsungen,Rhein-Neckar Löwen,25,22
DAIKIN HBL 2024/25,1. VfL Potsdam vs SG Flensburg-Handewitt,2025-05-03 19:00,26:34,Final,Round: 28,1. VfL Potsdam,SG Flensburg-Handewitt,26,34
DAIKIN HBL 2024/25,ThSV Eisenach vs TSV Hannover-Burgdorf,2025-05-02 20:00,26:31,Final,Round: 28,ThSV Eisenach,TSV Hannover-Burgdorf,26,31
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs VfL Gummersbach,2025-05-02 19:00,35:26,Final,Round: 28,TBV Lemgo Lippe,VfL Gummersbach,35,26
DAIKIN HBL 2024/25,SC DHfK Leipzig vs HSG Wetzlar,2025-05-01 19:00,30:18,Final,Round: 28,SC DHfK Leipzig,HSG Wetzlar,30,18
DAIKIN HBL 2024/25,HC Erlangen vs Rhein-Neckar Löwen,2025-05-01 19:00,34:25,Final,Round: 33,HC Erlangen,Rhein-Neckar Löwen,34,25
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs FRISCH AUF! Göppingen,2025-04-27 16:30,31:30,Final,Round: 27,Handball Sport Verein Hamburg,FRISCH AUF! Göppingen,31,30
DAIKIN HBL 2024/25,HSG Wetzlar vs SC Magdeburg,2025-04-27 15:00,29:32,Final,Round: 27,HSG Wetzlar,SC Magdeburg,29,32
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs TVB Stuttgart,2025-04-26 20:00,32:27,Final,Round: 27,SG Flensburg-Handewitt,TVB Stuttgart,32,27
DAIKIN HBL 2024/25,HC Erlangen vs MT Melsungen,2025-04-26 19:00,25:31,Final,Round: 27,HC Erlangen,MT Melsungen,25,31
DAIKIN HBL 2024/25,SG BBM Bietigheim vs ThSV Eisenach,2025-04-26 19:00,26:34,Final,Round: 27,SG BBM Bietigheim,ThSV Eisenach,26,34
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs TBV Lemgo Lippe,2025-04-25 20:00,30:29,Final,Round: 27,TSV Hannover-Burgdorf,TBV Lemgo Lippe,30,29
DAIKIN HBL 2024/25,VfL Gummersbach vs 1. VfL Potsdam,2025-04-25 19:00,31:27,Final,Round: 27,VfL Gummersbach,1. VfL Potsdam,31,27
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs SC DHfK Leipzig,2025-04-24 19:00,35:34,Final,Round: 27,Rhein-Neckar Löwen,SC DHfK Leipzig,35,34
DAIKIN HBL 2024/25,Füchse Berlin vs TSV Hannover-Burgdorf,2025-04-20 15:00,37:33,Final,Round: 26,Füchse Berlin,TSV Hannover-Burgdorf,37,33
DAIKIN HBL 2024/25,SC Magdeburg vs Rhein-Neckar Löwen,2025-04-19 20:00,30:27,Final,Round: 26,SC Magdeburg,Rhein-Neckar Löwen,30,27
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs THW Kiel,2025-04-19 19:00,29:36,Final,Round: 26,FRISCH AUF! Göppingen,THW Kiel,29,36
DAIKIN HBL 2024/25,MT Melsungen vs VfL Gummersbach,2025-04-19 19:00,26:25,Final,Round: 26,MT Melsungen,VfL Gummersbach,26,25
DAIKIN HBL 2024/25,1. VfL Potsdam vs HSG Wetzlar,2025-04-17 20:00,32:28,Final,Round: 26,1. VfL Potsdam,HSG Wetzlar,32,28
DAIKIN HBL 2024/25,SC DHfK Leipzig vs SG Flensburg-Handewitt,2025-04-17 19:00,31:33,Final,Round: 26,SC DHfK Leipzig,SG Flensburg-Handewitt,31,33
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs Handball Sport Verein Hamburg,2025-04-17 19:00,41:29,Final,Round: 26,TBV Lemgo Lippe,Handball Sport Verein Hamburg,41,29
DAIKIN HBL 2024/25,ThSV Eisenach vs HC Erlangen,2025-04-17 19:00,26:26,Final,Round: 26,ThSV Eisenach,HC Erlangen,26,26
DAIKIN HBL 2024/25,SC Magdeburg vs TVB Stuttgart,2025-04-16 20:00,31:20,Final,Round: 24,SC Magdeburg,TVB Stuttgart,31,20
DAIKIN HBL 2024/25,THW Kiel vs Füchse Berlin,2025-04-16 19:00,34:36,Final,Round: 27,THW Kiel,Füchse Berlin,34,36
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs 1. VfL Potsdam,2025-04-10 19:00,32:23,Final,Round: 15,TBV Lemgo Lippe,1. VfL Potsdam,32,23
DAIKIN HBL 2024/25,SC Magdeburg vs HC Erlangen,2025-04-10 19:00,30:19,Final,Round: 17,SC Magdeburg,HC Erlangen,30,19
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs FRISCH AUF! Göppingen,2025-04-06 16:30,30:36,Final,Round: 25,TSV Hannover-Burgdorf,FRISCH AUF! Göppingen,30,36
DAIKIN HBL 2024/25,SC DHfK Leipzig vs SC Magdeburg,2025-04-06 16:00,30:31,Final,Round: 25,SC DHfK Leipzig,SC Magdeburg,30,31
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs ThSV Eisenach,2025-04-06 15:00,39:39,Final,Round: 25,SG Flensburg-Handewitt,ThSV Eisenach,39,39
DAIKIN HBL 2024/25,THW Kiel vs VfL Gummersbach,2025-04-05 20:00,31:25,Final,Round: 25,THW Kiel,VfL Gummersbach,31,25
DAIKIN HBL 2024/25,HC Erlangen vs Füchse Berlin,2025-04-05 19:00,31:31,Final,Round: 25,HC Erlangen,Füchse Berlin,31,31
DAIKIN HBL 2024/25,SG BBM Bietigheim vs MT Melsungen,2025-04-05 19:00,28:32,Final,Round: 25,SG BBM Bietigheim,MT Melsungen,28,32
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs TBV Lemgo Lippe,2025-04-05 19:00,33:26,Final,Round: 25,Rhein-Neckar Löwen,TBV Lemgo Lippe,33,26
DAIKIN HBL 2024/25,HSG Wetzlar vs TVB Stuttgart,2025-04-04 19:00,26:28,Final,Round: 25,HSG Wetzlar,TVB Stuttgart,26,28
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs 1. VfL Potsdam,2025-04-03 19:00,28:23,Final,Round: 25,Handball Sport Verein Hamburg,1. VfL Potsdam,28,23
DAIKIN HBL 2024/25,Füchse Berlin vs Handball Sport Verein Hamburg,2025-03-30 15:00,40:35,Final,Round: 24,Füchse Berlin,Handball Sport Verein Hamburg,40,35
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs SG Flensburg-Handewitt,2025-03-29 19:00,34:29,Final,Round: 24,TBV Lemgo Lippe,SG Flensburg-Handewitt,34,29
DAIKIN HBL 2024/25,1. VfL Potsdam vs HC Erlangen,2025-03-29 19:00,23:26,Final,Round: 24,1. VfL Potsdam,HC Erlangen,23,26
DAIKIN HBL 2024/25,MT Melsungen vs THW Kiel,2025-03-29 16:05,27:22,Final,Round: 24,MT Melsungen,THW Kiel,27,22
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs SC DHfK Leipzig,2025-03-28 20:00,29:27,Final,Round: 24,FRISCH AUF! Göppingen,SC DHfK Leipzig,29,27
DAIKIN HBL 2024/25,ThSV Eisenach vs Rhein-Neckar Löwen,2025-03-28 19:00,30:35,Final,Round: 24,ThSV Eisenach,Rhein-Neckar Löwen,30,35
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs SG BBM Bietigheim,2025-03-27 19:00,32:18,Final,Round: 24,TSV Hannover-Burgdorf,SG BBM Bietigheim,32,18
DAIKIN HBL 2024/25,VfL Gummersbach vs HSG Wetzlar,2025-03-27 19:00,33:24,Final,Round: 24,VfL Gummersbach,HSG Wetzlar,33,24
DAIKIN HBL 2024/25,SC DHfK Leipzig vs TBV Lemgo Lippe,2025-03-23 16:30,26:35,Final,Round: 23,SC DHfK Leipzig,TBV Lemgo Lippe,26,35
DAIKIN HBL 2024/25,HSG Wetzlar vs FRISCH AUF! Göppingen,2025-03-23 16:30,30:26,Final,Round: 23,HSG Wetzlar,FRISCH AUF! Göppingen,30,26
DAIKIN HBL 2024/25,TVB Stuttgart vs ThSV Eisenach,2025-03-23 15:00,31:30,Final,Round: 23,TVB Stuttgart,ThSV Eisenach,31,30
DAIKIN HBL 2024/25,HC Erlangen vs VfL Gummersbach,2025-03-22 19:00,24:31,Final,Round: 23,HC Erlangen,VfL Gummersbach,24,31
DAIKIN HBL 2024/25,SG BBM Bietigheim vs 1. VfL Potsdam,2025-03-22 19:00,30:28,Final,Round: 23,SG BBM Bietigheim,1. VfL Potsdam,30,28
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs THW Kiel,2025-03-22 18:00,36:33,Final,Round: 23,SG Flensburg-Handewitt,THW Kiel,36,33
DAIKIN HBL 2024/25,SC Magdeburg vs Füchse Berlin,2025-03-21 19:00,30:33,Final,Round: 23,SC Magdeburg,Füchse Berlin,30,33
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs TSV Hannover-Burgdorf,2025-03-20 19:00,35:36,Final,Round: 23,Rhein-Neckar Löwen,TSV Hannover-Burgdorf,35,36
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs MT Melsungen,2025-03-20 19:00,42:32,Final,Round: 23,Handball Sport Verein Hamburg,MT Melsungen,42,32
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs Handball Sport Verein Hamburg,2025-03-09 16:30,33:32,Final,Round: 22,TSV Hannover-Burgdorf,Handball Sport Verein Hamburg,33,32
DAIKIN HBL 2024/25,THW Kiel vs Rhein-Neckar Löwen,2025-03-09 16:30,29:24,Final,Round: 22,THW Kiel,Rhein-Neckar Löwen,29,24
DAIKIN HBL 2024/25,Füchse Berlin vs HSG Wetzlar,2025-03-09 15:00,38:29,Final,Round: 22,Füchse Berlin,HSG Wetzlar,38,29
DAIKIN HBL 2024/25,ThSV Eisenach vs SC Magdeburg,2025-03-08 20:30,26:36,Final,Round: 22,ThSV Eisenach,SC Magdeburg,26,36
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs SG Flensburg-Handewitt,2025-03-08 19:00,27:27,Final,Round: 22,FRISCH AUF! Göppingen,SG Flensburg-Handewitt,27,27
DAIKIN HBL 2024/25,MT Melsungen vs SC DHfK Leipzig,2025-03-07 20:00,34:25,Final,Round: 22,MT Melsungen,SC DHfK Leipzig,34,25
DAIKIN HBL 2024/25,VfL Gummersbach vs SG BBM Bietigheim,2025-03-07 19:00,37:27,Final,Round: 22,VfL Gummersbach,SG BBM Bietigheim,37,27
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs HC Erlangen,2025-03-06 19:00,30:24,Final,Round: 22,TBV Lemgo Lippe,HC Erlangen,30,24
DAIKIN HBL 2024/25,1. VfL Potsdam vs TVB Stuttgart,2025-03-06 19:00,28:25,Final,Round: 22,1. VfL Potsdam,TVB Stuttgart,28,25
DAIKIN HBL 2024/25,SC Magdeburg vs 1. VfL Potsdam,2025-03-02 18:30,25:15,Final,Round: 21,SC Magdeburg,1. VfL Potsdam,25,15
DAIKIN HBL 2024/25,SC DHfK Leipzig vs Füchse Berlin,2025-03-02 16:30,30:33,Final,Round: 21,SC DHfK Leipzig,Füchse Berlin,30,33
DAIKIN HBL 2024/25,HC Erlangen vs TSV Hannover-Burgdorf,2025-03-02 15:00,33:33,Final,Round: 21,HC Erlangen,TSV Hannover-Burgdorf,33,33
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs MT Melsungen,2025-03-01 19:00,35:33,Final,Round: 21,SG Flensburg-Handewitt,MT Melsungen,35,33
DAIKIN HBL 2024/25,SG BBM Bietigheim vs THW Kiel,2025-02-28 20:00,24:39,Final,Round: 21,SG BBM Bietigheim,THW Kiel,24,39
DAIKIN HBL 2024/25,HSG Wetzlar vs ThSV Eisenach,2025-02-27 20:00,30:31,Final,Round: 21,HSG Wetzlar,ThSV Eisenach,30,31
DAIKIN HBL 2024/25,SC DHfK Leipzig vs 1. VfL Potsdam,2025-02-27 19:00,32:19,Final,Round: 19,SC DHfK Leipzig,1. VfL Potsdam,32,19
DAIKIN HBL 2024/25,TVB Stuttgart vs TBV Lemgo Lippe,2025-02-27 19:00,23:26,Final,Round: 21,TVB Stuttgart,TBV Lemgo Lippe,23,26
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs VfL Gummersbach,2025-02-27 19:00,30:37,Final,Round: 21,Handball Sport Verein Hamburg,VfL Gummersbach,30,37
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs FRISCH AUF! Göppingen,2025-02-26 19:00,29:28,Final,Round: 21,Rhein-Neckar Löwen,FRISCH AUF! Göppingen,29,28
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs SC Magdeburg,2025-02-23 16:30,25:28,Final,Round: 20,FRISCH AUF! Göppingen,SC Magdeburg,25,28
DAIKIN HBL 2024/25,Füchse Berlin vs SG Flensburg-Handewitt,2025-02-23 15:00,36:31,Final,Round: 20,Füchse Berlin,SG Flensburg-Handewitt,36,31
DAIKIN HBL 2024/25,MT Melsungen vs TVB Stuttgart,2025-02-22 20:30,35:29,Final,Round: 20,MT Melsungen,TVB Stuttgart,35,29
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs HSG Wetzlar,2025-02-22 19:00,34:32,Final,Round: 20,TSV Hannover-Burgdorf,HSG Wetzlar,34,32
DAIKIN HBL 2024/25,VfL Gummersbach vs Rhein-Neckar Löwen,2025-02-22 19:00,36:25,Final,Round: 20,VfL Gummersbach,Rhein-Neckar Löwen,36,25
DAIKIN HBL 2024/25,ThSV Eisenach vs SC DHfK Leipzig,2025-02-21 20:00,34:34,Final,Round: 20,ThSV Eisenach,SC DHfK Leipzig,34,34
DAIKIN HBL 2024/25,1. VfL Potsdam vs TBV Lemgo Lippe,2025-02-21 19:00,21:22,Final,Round: 20,1. VfL Potsdam,TBV Lemgo Lippe,21,22
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs SG BBM Bietigheim,2025-02-20 19:00,37:36,Final,Round: 20,Handball Sport Verein Hamburg,SG BBM Bietigheim,37,36
DAIKIN HBL 2024/25,THW Kiel vs HC Erlangen,2025-02-20 19:00,28:24,Final,Round: 20,THW Kiel,HC Erlangen,28,24
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs ThSV Eisenach,2025-02-17 19:00,31:27,Final,Round: 19,FRISCH AUF! Göppingen,ThSV Eisenach,31,27
DAIKIN HBL 2024/25,HC Erlangen vs Handball Sport Verein Hamburg,2025-02-16 16:30,29:35,Final,Round: 19,HC Erlangen,Handball Sport Verein Hamburg,29,35
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs Füchse Berlin,2025-02-16 16:30,25:25,Final,Round: 19,TBV Lemgo Lippe,Füchse Berlin,25,25
DAIKIN HBL 2024/25,HSG Wetzlar vs THW Kiel,2025-02-16 16:30,27:25,Final,Round: 19,HSG Wetzlar,THW Kiel,27,25
DAIKIN HBL 2024/25,SC Magdeburg vs MT Melsungen,2025-02-16 15:00,29:28,Final,Round: 19,SC Magdeburg,MT Melsungen,29,28
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs VfL Gummersbach,2025-02-15 19:00,35:30,Final,Round: 19,SG Flensburg-Handewitt,VfL Gummersbach,35,30
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs SG BBM Bietigheim,2025-02-13 19:00,36:30,Final,Round: 19,Rhein-Neckar Löwen,SG BBM Bietigheim,36,30
DAIKIN HBL 2024/25,TVB Stuttgart vs TSV Hannover-Burgdorf,2025-02-13 19:00,27:35,Final,Round: 19,TVB Stuttgart,TSV Hannover-Burgdorf,27,35
DAIKIN HBL 2024/25,ThSV Eisenach vs TBV Lemgo Lippe,2025-02-10 19:00,34:31,Final,Round: 18,ThSV Eisenach,TBV Lemgo Lippe,34,31
DAIKIN HBL 2024/25,Füchse Berlin vs 1. VfL Potsdam,2025-02-09 18:00,36:19,Final,Round: 18,Füchse Berlin,1. VfL Potsdam,36,19
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs SC DHfK Leipzig,2025-02-09 16:30,24:23,Final,Round: 18,TSV Hannover-Burgdorf,SC DHfK Leipzig,24,23
DAIKIN HBL 2024/25,HC Erlangen vs SG Flensburg-Handewitt,2025-02-09 16:30,26:32,Final,Round: 18,HC Erlangen,SG Flensburg-Handewitt,26,32
DAIKIN HBL 2024/25,SG BBM Bietigheim vs HSG Wetzlar,2025-02-09 16:30,27:28,Final,Round: 18,SG BBM Bietigheim,HSG Wetzlar,27,28
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs Rhein-Neckar Löwen,2025-02-09 15:00,30:30,Final,Round: 18,Handball Sport Verein Hamburg,Rhein-Neckar Löwen,30,30
DAIKIN HBL 2024/25,VfL Gummersbach vs TVB Stuttgart,2025-02-08 20:30,36:29,Final,Round: 18,VfL Gummersbach,TVB Stuttgart,36,29
DAIKIN HBL 2024/25,THW Kiel vs SC Magdeburg,2025-02-08 20:30,31:25,Final,Round: 18,THW Kiel,SC Magdeburg,31,25
DAIKIN HBL 2024/25,MT Melsungen vs FRISCH AUF! Göppingen,2025-02-08 19:00,30:23,Final,Round: 18,MT Melsungen,FRISCH AUF! Göppingen,30,23
DAIKIN HBL 2024/25,SC DHfK Leipzig vs TSV Hannover-Burgdorf,2024-12-27 20:00,30:32,Final,Round: 17,SC DHfK Leipzig,TSV Hannover-Burgdorf,30,32
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs SG BBM Bietigheim,2024-12-27 20:00,39:27,Final,Round: 17,SG Flensburg-Handewitt,SG BBM Bietigheim,39,27
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs MT Melsungen,2024-12-27 19:00,25:29,Final,Round: 17,FRISCH AUF! Göppingen,MT Melsungen,25,29
DAIKIN HBL 2024/25,TVB Stuttgart vs 1. VfL Potsdam,2024-12-27 19:00,29:24,Final,Round: 17,TVB Stuttgart,1. VfL Potsdam,29,24
DAIKIN HBL 2024/25,VfL Gummersbach vs Füchse Berlin,2024-12-26 19:00,22:29,Final,Round: 17,VfL Gummersbach,Füchse Berlin,22,29
DAIKIN HBL 2024/25,TBV Lemgo Lippe vs THW Kiel,2024-12-26 17:30,22:23,Final,Round: 17,TBV Lemgo Lippe,THW Kiel,22,23
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs HSG Wetzlar,2024-12-26 17:30,32:27,Final,Round: 17,Rhein-Neckar Löwen,HSG Wetzlar,32,27
DAIKIN HBL 2024/25,ThSV Eisenach vs Handball Sport Verein Hamburg,2024-12-26 17:30,32:31,Final,Round: 17,ThSV Eisenach,Handball Sport Verein Hamburg,32,31
DAIKIN HBL 2024/25,TVB Stuttgart vs Rhein-Neckar Löwen,2024-12-23 19:30,25:28,Final,Round: 16,TVB Stuttgart,Rhein-Neckar Löwen,25,28
DAIKIN HBL 2024/25,MT Melsungen vs TSV Hannover-Burgdorf,2024-12-23 19:00,31:23,Final,Round: 16,MT Melsungen,TSV Hannover-Burgdorf,31,23
DAIKIN HBL 2024/25,1. VfL Potsdam vs SC DHfK Leipzig,2024-12-23 19:00,26:35,Final,Round: 16,1. VfL Potsdam,SC DHfK Leipzig,26,35
DAIKIN HBL 2024/25,HSG Wetzlar vs VfL Gummersbach,2024-12-22 18:00,32:29,Final,Round: 16,HSG Wetzlar,VfL Gummersbach,32,29
DAIKIN HBL 2024/25,HC Erlangen vs TBV Lemgo Lippe,2024-12-22 16:30,19:28,Final,Round: 16,HC Erlangen,TBV Lemgo Lippe,19,28
DAIKIN HBL 2024/25,Füchse Berlin vs FRISCH AUF! Göppingen,2024-12-22 16:30,35:23,Final,Round: 16,Füchse Berlin,FRISCH AUF! Göppingen,35,23
DAIKIN HBL 2024/25,THW Kiel vs SG BBM Bietigheim,2024-12-22 16:30,38:29,Final,Round: 16,THW Kiel,SG BBM Bietigheim,38,29
DAIKIN HBL 2024/25,Handball Sport Verein Hamburg vs SG Flensburg-Handewitt,2024-12-22 15:00,32:32,Final,Round: 16,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,32,32
DAIKIN HBL 2024/25,SG Flensburg-Handewitt vs Füchse Berlin,2024-12-16 19:30,38:37,Final,Round: 15,SG Flensburg-Handewitt,Füchse Berlin,38,37
DAIKIN HBL 2024/25,VfL Gummersbach vs MT Melsungen,2024-12-16 19:00,24:29,Final,Round: 15,VfL Gummersbach,MT Melsungen,24,29
DAIKIN HBL 2024/25,TSV Hannover-Burgdorf vs HC Erlangen,2024-12-15 16:30,31:25,Final,Round: 15,TSV Hannover-Burgdorf,HC Erlangen,31,25
DAIKIN HBL 2024/25,FRISCH AUF! Göppingen vs HSG Wetzlar,2024-12-15 15:00,27:24,Final,Round: 15,FRISCH AUF! Göppingen,HSG Wetzlar,27,24
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs SC Magdeburg,2024-12-15 14:20,25:36,Final,Round: 15,Rhein-Neckar Löwen,SC Magdeburg,25,36
DAIKIN HBL 2024/25,ThSV Eisenach vs TVB Stuttgart,2024-12-14 20:00,25:29,Final,Round: 15,ThSV Eisenach,TVB Stuttgart,25,29
DAIKIN HBL 2024/25,SG BBM Bietigheim vs Handball Sport Verein Hamburg,2024-12-14 19:00,29:35,Final,Round: 15,SG BBM Bietigheim,Handball Sport Verein Hamburg,29,35
DAIKIN HBL 2024/25,SC DHfK Leipzig vs THW Kiel,2024-12-14 16:00,28:32,Final,Round: 15,SC DHfK Leipzig,THW Kiel,28,32
DAIKIN HBL 2024/25,Rhein-Neckar Löwen vs SG Flensburg-Handewitt,2024-12-12 20:00,31:29,Final,Round: 14,Rhein-Neckar Löwen,SG Flensburg-Handewitt,31,29
DAIKIN HBL 2024/25,Füchse Berlin vs TBV Lemgo Lippe,2024-12-12 19:00,33:21,Final,Round: 14,Füchse Berlin,TBV Lemgo Lippe,33,21
DAIKIN HBL 2024/25,HSG Wetzlar vs SC DHfK Leipzig,2024-12-11 20:00,31:30,Final,Round: 14,HSG Wetzlar,SC DHfK Leipzig,31,30
DAIKIN HBL 2024/25,THW Kiel vs TSV Hannover-Burgdorf,2024-12-11 20:00,28:24,Final,Round: 14,THW Kiel,TSV Hannover-Burgdorf,28,24
DAIKIN HBL 2024/25,1. VfL Potsdam vs ThSV Eisenach,2024-12-11 20:00,26:31,Final,Round: 14,1. VfL Potsdam,ThSV Eisenach,26,31
DAIKIN HBL 2024/25,MT Melsungen vs Handball Sport Verein Hamburg,2024-12-11 19:00,35:28,Final,Round: 14,MT Melsungen,Handball Sport Verein Hamburg,35,28
DAIKIN HBL 2024/25,SC Magdeburg vs VfL Gummersbach,2024-12-11 19:00,37:28,Final,Round: 14,SC Magdeburg,VfL Gummersbach,37,28
DAIKIN HBL 2024/25,SG BBM Bietigheim vs TVB Stuttgart,2024-12-09 19:30,29:30,Final,Round: 13,SG BBM Bietigheim,TVB Stuttgart,29,30
